userid,age,  Gender  ,location,  Income  ,debt,  Owns Property  ,profession,  Demographics  ,  Platform  ,  Total Time Spent  ,number of sessions,video id,video category,  Video Length  ,  Engagement  ,  Importance Score  ,time spent on video,  Number Of Videos Watched  ,  Scroll Rate  ,  Frequency  ,productivityloss,  Satisfaction  ,  Watch Reason  ,  Devicetype  ,  Os  ,  Watch Time  ,  Self Control  ,  Addiction Level  ,currentactivity,connectiontype,  Favorite Day Of The Week  ,coffee preference,  Random Quote  ,  Mood Today  ,  Shoe Size  ,  Breakfast Item  ,  Favorite Emoji  ,marital status,  Pet Name  
560,37,  Male  ,  Philippines  ,67498,  nan  ,  False  ,  Cashier  ,  Urban  ,  Facebook  ,243,15,9523,  Pranks  ,12,7686,5,7,39,7,  Morning  ,9,1,  Habit  ,  Computer  ,  Android  ,  7:45 AM  ,10,0,  At work  ,  Mobile Data  ,  Sunday  ,  Espresso  ,  Hakuna Matata  ,  Happy  ,6,  Toast  ,  nan  ,  Divorced  ,  None  
561,42,  Female  ,  Vietnam  ,31120,  False  ,  True  ,  Waiting staff  ,  Rural  ,  Facebook  ,41,13,1447,  Pranks  ,2,7879,4,25,7,27,  Night  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  11:30 PM  ,5,5,  At work  ,  Wi-Fi  ,  Monday  ,  Cappuccino  ,  Live Laugh Love  ,  Tired  ,,  Omelette  ,  😊  ,  Single  ,  Buddy  
562,39,  Male  ,  Indonesia  ,28767,  False  ,  False  ,  Waiting staff  ,  Rural  ,  TikTok  ,298,10,9633,  Gaming  ,27,5455,7,19,36,8,  Night  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  11:30 PM  ,5,5,  At home  ,  Wi-Fi  ,  Sunday  ,  Cappuccino  ,  Live Laugh Love  ,  Tired  ,8,  Nothing  ,  nan  ,  Married  ,  None  
563,30,  Male  ,  Philippines  ,42852,  False  ,  True  ,  driver  ,  Rural  ,  YouTube  ,135,6,,  Trends  ,28,,1,24,29,73,  Afternoon  ,6,4,  Entertainment  ,  Tablet  ,  Android  ,  7:25 PM  ,8,2,  Commuting  ,  Mobile Data  ,  Monday  ,  Black  ,  Hakuna Matata  ,  Happy  ,11,  Cereal  ,  💡  ,  Single  ,  Luna  
564,36,  Male  ,  Germany  ,99239,  True  ,  False  ,  Students  ,  Rural  ,  Instagram  ,76,15,5791,  Pranks  ,10,5612,6,15,37,28,  nan  ,7,3,  Procrastination  ,  Smartphone  ,  Android  ,  3:55 PM  ,9,1,  At work  ,  Mobile Data  ,  Tuesday  ,  Espresso  ,  Keep going  ,  Sad  ,6,  Nothing  ,  😂  ,  Complicated  ,  Buddy  
565,53,  Male  ,  India  ,20929,  False  ,  True  ,  Students  ,  Rural  ,  Instagram  ,39,18,4176,  Vlogs  ,22,5769,8,9,49,79,  Evening  ,7,3,  Procrastination  ,  Smartphone  ,  MacOS  ,  3:55 PM  ,9,1,  At home  ,  Mobile Data  ,  Thursday  ,  Espresso  ,  Hakuna Matata  ,  Excited  ,9,  Nothing  ,  nan  ,  Divorced  ,  Luna  
566,29,  Female  ,  Vietnam  ,97487,  True  ,  False  ,  driver  ,  Rural  ,  TikTok  ,123,18,5081,  Comedy  ,17,1777,7,10,36,66,  Night  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  11:30 PM  ,5,5,  At school  ,  Mobile Data  ,  Saturday  ,  Cappuccino  ,  Live Laugh Love  ,  Anxious  ,5,  Omelette  ,  😊  ,  Single  ,  Bella  
567,58,  Other  ,  Barzil  ,37438,  False  ,  True  ,  Teacher  ,  Rural  ,  Facebook  ,213,7,865,  Jokes/Memes  ,26,7380,2,23,23,71,  Evening  ,5,5,  Habit  ,  Smartphone  ,  Android  ,  3:55 PM  ,7,3,  At home  ,  Wi-Fi  ,  Friday  ,  Latte  ,  Live Laugh Love  ,  Anxious  ,,  Toast  ,  nan  ,  Married  ,  Bella  
568,36,  Other  ,  India  ,68515,  True  ,  nan  ,  Students  ,  nan  ,  YouTube  ,38,15,6861,  Trends  ,3,2228,7,20,45,47,  nan  ,5,5,  Boredom  ,  Smartphone  ,  Android  ,  3:55 PM  ,7,3,  At school  ,  Mobile Data  ,  Wednesday  ,  None  ,  Live Laugh Love  ,  Anxious  ,5,  Omelette  ,  😊  ,  Single  ,  Bella  
569,29,  Male  ,  India  ,25744,  False  ,  True  ,  Manager  ,  Rural  ,  Facebook  ,140,18,8664,  Vlogs  ,7,9981,6,20,16,82,  nan  ,5,5,  Boredom  ,  Smartphone  ,  Android  ,  3:55 PM  ,7,3,  At work  ,  Mobile Data  ,  Wednesday  ,  Black  ,  Carpe Diem  ,  Excited  ,10,  Cereal  ,  🔥  ,  Complicated  ,  None  
570,26,  Other  ,  United States  ,62417,  True  ,  False  ,  Students  ,  Rural  ,  Instagram  ,194,18,6218,  Jokes/Memes  ,12,8804,5,4,48,86,  Night  ,1,9,  Procrastination  ,  Smartphone  ,  Android  ,  11:30 PM  ,3,7,  At work  ,  Wi-Fi  ,  Thursday  ,  Black  ,  YOLO  ,  Happy  ,10,  Omelette  ,  🔥  ,  Divorced  ,  Luna  
571,24,  Male  ,  India  ,27069,  False  ,  True  ,  Students  ,  Rural  ,  Facebook  ,262,9,5673,  Life Hacks  ,8,9814,4,6,31,10,  nan  ,1,9,  Habit  ,  Smartphone  ,  Windows  ,  11:30 PM  ,3,7,  At home  ,  Mobile Data  ,  Wednesday  ,  Black  ,  Keep going  ,  Tired  ,6,  Toast  ,  🔥  ,  Divorced  ,  Luna  
572,45,  Female  ,  India  ,62359,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  Instagram  ,295,2,1503,  Jokes/Memes  ,20,8888,1,4,34,33,  Night  ,1,9,  Habit  ,  Tablet  ,  Android  ,  11:30 PM  ,3,7,  At home  ,  Mobile Data  ,  Monday  ,  None  ,  Live Laugh Love  ,  Happy  ,,  Omelette  ,  😊  ,  Divorced  ,  Luna  
573,31,  Male  ,  Pakistan  ,39799,  False  ,  True  ,  Waiting staff  ,  Rural  ,  YouTube  ,71,8,4685,  Jokes/Memes  ,12,6746,2,5,1,7,  nan  ,5,5,  Procrastination  ,  Smartphone  ,  MacOS  ,  3:55 PM  ,7,3,  At home  ,  Wi-Fi  ,  Monday  ,  Latte  ,  Keep going  ,  Excited  ,5,  Toast  ,  😊  ,  Married  ,  Max  
574,48,  Female  ,  Japan  ,90188,  True  ,  True  ,  Waiting staff  ,  Rural  ,  YouTube  ,12,2,1411,  Gaming  ,3,6391,7,9,18,3,  Night  ,1,9,  Boredom  ,  Smartphone  ,  Android  ,  11:30 PM  ,3,7,  At home  ,  Wi-Fi  ,  Thursday  ,  Black  ,  Live Laugh Love  ,  Excited  ,6,  Toast  ,  😊  ,  nan  ,  None  
575,36,  Female  ,  India  ,27597,  False  ,  False  ,  Cashier  ,  Urban  ,  TikTok  ,77,11,3771,  Jokes/Memes  ,17,9429,3,12,40,14,  Afternoon  ,4,6,  Boredom  ,  Smartphone  ,  MacOS  ,  7:25 PM  ,6,4,  At school  ,  Mobile Data  ,  Friday  ,  Espresso  ,  Carpe Diem  ,  Happy  ,6,  Pancakes  ,  💡  ,  Single  ,  Max  
576,64,  Male  ,  Germany  ,67093,  True  ,  True  ,  Students  ,  Rural  ,  TikTok  ,34,7,4660,  Pranks  ,28,2406,5,23,43,44,  Night  ,1,9,  Entertainment  ,  Tablet  ,  Android  ,  11:30 PM  ,3,7,  At work  ,  Mobile Data  ,  Saturday  ,  Cappuccino  ,  Live Laugh Love  ,  Anxious  ,6,  Pancakes  ,  😂  ,  nan  ,  Max  
577,33,  Female  ,  India  ,57226,  True  ,  False  ,  Teacher  ,  Rural  ,  Facebook  ,188,6,4002,  Life Hacks  ,9,8440,8,8,15,46,  nan  ,4,6,  Habit  ,  Smartphone  ,  Windows  ,  7:25 PM  ,6,4,  At school  ,  Wi-Fi  ,  Thursday  ,  Cappuccino  ,  YOLO  ,  Happy  ,8,  Nothing  ,  😂  ,  Married  ,  None  
578,22,  Male  ,  Philippines  ,92127,  True  ,  True  ,  Waiting staff  ,  Rural  ,  YouTube  ,150,10,3484,  Pranks  ,10,637,8,21,48,61,  Evening  ,5,5,  Habit  ,  Smartphone  ,  Android  ,  3:55 PM  ,7,3,  At school  ,  Mobile Data  ,  Thursday  ,  Latte  ,  Carpe Diem  ,  Anxious  ,11,  Toast  ,  💡  ,  Divorced  ,  Buddy  
579,52,  Other  ,  Mexico  ,97362,  nan  ,  False  ,  Labor/Worker  ,  Rural  ,  YouTube  ,240,5,4563,  Vlogs  ,22,8090,6,5,49,36,  Evening  ,5,5,  Habit  ,  Smartphone  ,  MacOS  ,  3:55 PM  ,7,3,  At work  ,  Mobile Data  ,  Tuesday  ,  Cappuccino  ,  Carpe Diem  ,  Happy  ,11,  Nothing  ,  🔥  ,  Single  ,  Buddy  
580,29,  Male  ,  Japan  ,46417,  False  ,  True  ,  Students  ,  Rural  ,  TikTok  ,172,11,599,  Pranks  ,6,,5,29,17,13,  Evening  ,5,5,  Entertainment  ,  Smartphone  ,  Windows  ,  3:55 PM  ,7,3,  At work  ,  Mobile Data  ,  Tuesday  ,  Espresso  ,  Hakuna Matata  ,  Anxious  ,8,  Pancakes  ,  🔥  ,  Married  ,  Luna  
581,42,  Male  ,  Barzil  ,38693,  False  ,  False  ,  driver  ,  Rural  ,  Instagram  ,139,1,9184,  Vlogs  ,25,3587,2,11,44,16,  Evening  ,5,5,  Boredom  ,  Smartphone  ,  Android  ,  3:55 PM  ,7,3,  At home  ,  Mobile Data  ,  Friday  ,  Cappuccino  ,  YOLO  ,  Sad  ,6,  Omelette  ,  😂  ,  Divorced  ,  None  
582,38,  Male  ,  India  ,99674,  True  ,  True  ,  driver  ,  Rural  ,  Facebook  ,255,2,3042,  ASMR  ,1,1111,9,23,10,80,  Night  ,1,9,  nan  ,  Smartphone  ,  Android  ,  11:30 PM  ,3,7,  At school  ,  Wi-Fi  ,  Saturday  ,  Latte  ,  YOLO  ,  Excited  ,8,  Cereal  ,  😊  ,  Complicated  ,  Max  
583,53,  Other  ,  Japan  ,73161,  True  ,  False  ,  Teacher  ,  Rural  ,  Facebook  ,181,1,8161,  Vlogs  ,22,8367,1,11,20,5,  Morning  ,7,3,  Boredom  ,  Smartphone  ,  Windows  ,  7:45 AM  ,9,1,  At school  ,  Mobile Data  ,  Wednesday  ,  Latte  ,  Hakuna Matata  ,  Tired  ,7,  Omelette  ,  💡  ,  Complicated  ,  Max  
584,40,  Female  ,  India  ,22169,  False  ,  True  ,  Teacher  ,  Rural  ,  TikTok  ,73,19,6392,  Life Hacks  ,12,722,2,13,6,89,  Night  ,1,9,  Habit  ,  Tablet  ,  MacOS  ,  11:30 PM  ,3,7,  At school  ,  Wi-Fi  ,  Wednesday  ,  Latte  ,  Carpe Diem  ,  Excited  ,9,  Cereal  ,  😴  ,  Complicated  ,  None  
585,33,  Male  ,  United States  ,42052,  False  ,  nan  ,  Cashier  ,  Rural  ,  YouTube  ,40,2,7288,  ASMR  ,5,3842,1,14,8,38,  Evening  ,5,5,  Habit  ,  Tablet  ,  Windows  ,  3:55 PM  ,7,3,  At home  ,  Mobile Data  ,  Friday  ,  Cappuccino  ,  Live Laugh Love  ,  Tired  ,,  Pancakes  ,  😊  ,  Married  ,  Buddy  
586,56,  Female  ,  Japan  ,91849,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  TikTok  ,56,4,67,  Vlogs  ,13,3674,4,28,45,50,  Morning  ,7,3,  Entertainment  ,  Smartphone  ,  Android  ,  7:45 AM  ,9,1,  At work  ,  Mobile Data  ,  Friday  ,  None  ,  YOLO  ,  Tired  ,12,  Omelette  ,  😊  ,  Married  ,  None  
587,62,  Male  ,  Vietnam  ,93851,  True  ,  False  ,  Students  ,  Urban  ,  TikTok  ,139,12,8124,  Gaming  ,27,4866,4,8,34,38,  Night  ,1,9,  Habit  ,  Smartphone  ,  iOS  ,  11:30 PM  ,3,7,  At work  ,  Mobile Data  ,  Tuesday  ,  None  ,  Live Laugh Love  ,  Sad  ,10,  Pancakes  ,  😂  ,  Complicated  ,  Bella  
588,59,  Female  ,  India  ,28036,  False  ,  nan  ,  Labor/Worker  ,  Rural  ,  TikTok  ,119,18,2751,  Gaming  ,15,,5,25,32,56,  Evening  ,5,5,  Entertainment  ,  Tablet  ,  MacOS  ,  3:55 PM  ,7,3,  At work  ,  Wi-Fi  ,  Wednesday  ,  Espresso  ,  Carpe Diem  ,  Anxious  ,9,  Cereal  ,  💡  ,  Married  ,  Luna  
589,56,  Male  ,  Barzil  ,51778,  True  ,  False  ,  Students  ,  Rural  ,  TikTok  ,78,1,8662,  Comedy  ,22,2128,5,18,42,63,  Evening  ,5,5,  Habit  ,  Smartphone  ,  Android  ,  3:55 PM  ,7,3,  At work  ,  Wi-Fi  ,  Sunday  ,  None  ,  Hakuna Matata  ,  Anxious  ,7,  Cereal  ,  😂  ,  Married  ,  Bella  
590,31,  Male  ,  Vietnam  ,47734,  False  ,  True  ,  Waiting staff  ,  nan  ,  Instagram  ,67,1,9917,  Jokes/Memes  ,11,9118,8,19,4,48,  Night  ,1,9,  Boredom  ,  Tablet  ,  iOS  ,  11:30 PM  ,3,7,  At home  ,  Mobile Data  ,  Saturday  ,  Black  ,  YOLO  ,  Sad  ,11,  Omelette  ,  😂  ,  Divorced  ,  Bella  
591,48,  Female  ,  India  ,43173,  False  ,  nan  ,  Labor/Worker  ,  nan  ,  Instagram  ,115,14,6807,  Vlogs  ,8,4233,3,12,44,90,  Night  ,1,9,  Boredom  ,  Tablet  ,  Android  ,  11:30 PM  ,3,7,  At home  ,  Wi-Fi  ,  Thursday  ,  Latte  ,  YOLO  ,  Excited  ,11,  Toast  ,  😂  ,  Complicated  ,  Bella  
592,22,  Male  ,  United States  ,50403,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  YouTube  ,265,4,6430,  Life Hacks  ,5,2517,6,12,39,59,  Evening  ,5,5,  nan  ,  Smartphone  ,  Android  ,  3:55 PM  ,7,3,  At home  ,  Mobile Data  ,  Wednesday  ,  Cappuccino  ,  Hakuna Matata  ,  Happy  ,,  Omelette  ,  😊  ,  Divorced  ,  Bella  
593,52,  Other  ,  United States  ,86321,  True  ,  True  ,  Cashier  ,  Rural  ,  TikTok  ,180,5,8124,  ASMR  ,2,1149,3,18,20,77,  Night  ,1,9,  Entertainment  ,  Tablet  ,  Windows  ,  11:30 PM  ,3,7,  At work  ,  Mobile Data  ,  Friday  ,  Espresso  ,  Carpe Diem  ,  Tired  ,11,  Omelette  ,  nan  ,  Married  ,  Max  
594,40,  Male  ,  Barzil  ,91675,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  Instagram  ,171,11,1632,  Gaming  ,12,1878,2,10,24,44,  Afternoon  ,4,6,  Boredom  ,  Tablet  ,  Android  ,  7:25 PM  ,6,4,  At home  ,  Mobile Data  ,  Friday  ,  Black  ,  Live Laugh Love  ,  Anxious  ,7,  Toast  ,  😊  ,  Divorced  ,  Luna  
595,46,  Male  ,  Mexico  ,26344,  False  ,  True  ,  Cashier  ,  Rural  ,  YouTube  ,295,13,6453,  Gaming  ,28,9445,8,7,24,90,  Evening  ,5,5,  Entertainment  ,  Tablet  ,  iOS  ,  3:55 PM  ,7,3,  At work  ,  Mobile Data  ,  Tuesday  ,  Black  ,  Live Laugh Love  ,  Tired  ,8,  Nothing  ,  😂  ,  Single  ,  None  
596,60,  Other  ,  India  ,38800,  False  ,  False  ,  Labor/Worker  ,  Urban  ,  TikTok  ,80,16,775,  Entertainment  ,2,9675,1,28,26,55,  Afternoon  ,4,6,  Entertainment  ,  Smartphone  ,  Android  ,  7:25 PM  ,6,4,  At home  ,  Mobile Data  ,  Monday  ,  Black  ,  YOLO  ,  Sad  ,6,  Cereal  ,  😂  ,  Complicated  ,  Luna  
597,28,  Male  ,  United States  ,45372,  False  ,  True  ,  Teacher  ,  Rural  ,  Facebook  ,264,13,6108,  Jokes/Memes  ,26,309,9,18,25,55,  Night  ,1,9,  Habit  ,  Tablet  ,  Android  ,  11:30 PM  ,3,7,  At school  ,  Wi-Fi  ,  Thursday  ,  Espresso  ,  Keep going  ,  Happy  ,7,  Omelette  ,  nan  ,  nan  ,  Bella  
598,35,  Male  ,  Barzil  ,81516,  True  ,  False  ,  Labor/Worker  ,  Rural  ,  Instagram  ,64,2,7805,  Entertainment  ,16,3952,7,12,36,1,  Night  ,1,9,  Boredom  ,  Tablet  ,  Android  ,  11:30 PM  ,3,7,  At work  ,  Wi-Fi  ,  Sunday  ,  None  ,  Carpe Diem  ,  Excited  ,11,  Omelette  ,  💡  ,  Married  ,  Luna  
599,64,  Male  ,  Vietnam  ,40538,  False  ,  True  ,  Students  ,  Rural  ,  YouTube  ,12,16,9679,  Comedy  ,21,,4,14,7,8,  Afternoon  ,4,6,  Boredom  ,  Tablet  ,  Windows  ,  7:25 PM  ,6,4,  At work  ,  Wi-Fi  ,  Friday  ,  Latte  ,  Live Laugh Love  ,  Happy  ,6,  Toast  ,  😴  ,  Married  ,  Luna  
600,29,  Female  ,  United States  ,83918,  True  ,  False  ,  Labor/Worker  ,  Rural  ,  Facebook  ,35,6,4020,  Pranks  ,3,3049,3,15,10,4,  Night  ,1,9,  Entertainment  ,  Computer  ,  iOS  ,  10:15 PM  ,3,7,  At school  ,  Wi-Fi  ,  Tuesday  ,  Latte  ,  YOLO  ,  Anxious  ,10,  Omelette  ,  😊  ,  Married  ,  Luna  
601,26,  Female  ,  Philippines  ,34973,  False  ,  True  ,  Students  ,  Rural  ,  TikTok  ,135,14,930,  Jokes/Memes  ,10,5766,6,16,47,85,  Morning  ,7,3,  Entertainment  ,  Tablet  ,  Android  ,  9:55 AM  ,9,1,  At home  ,  Mobile Data  ,  Saturday  ,  Espresso  ,  YOLO  ,  Excited  ,9,  Cereal  ,  🔥  ,  Divorced  ,  Luna  
602,27,  Male  ,  United States  ,91155,  True  ,  False  ,  Cashier  ,  Rural  ,  TikTok  ,62,1,3013,  Life Hacks  ,19,9756,9,2,12,86,  Morning  ,7,3,  Boredom  ,  Computer  ,  iOS  ,  9:55 AM  ,9,1,  At home  ,  Mobile Data  ,  Sunday  ,  Black  ,  Live Laugh Love  ,  Happy  ,12,  Cereal  ,  🔥  ,  Divorced  ,  Luna  
603,61,  Male  ,  United States  ,79500,  True  ,  True  ,  Students  ,  Urban  ,  TikTok  ,207,17,5025,  Life Hacks  ,8,9692,9,18,1,53,  Night  ,1,9,  Habit  ,  Smartphone  ,  Android  ,  10:15 PM  ,3,7,  At home  ,  Mobile Data  ,  Saturday  ,  Black  ,  Hakuna Matata  ,  Sad  ,10,  Toast  ,  😂  ,  Single  ,  Buddy  
604,34,  Male  ,  Vietnam  ,56575,  True  ,  False  ,  Waiting staff  ,  Urban  ,  Instagram  ,197,11,6265,  Vlogs  ,7,6412,4,12,25,58,  Evening  ,5,5,  Procrastination  ,  Tablet  ,  Android  ,  4:25 PM  ,7,3,  At school  ,  Mobile Data  ,  Thursday  ,  Cappuccino  ,  Keep going  ,  Excited  ,9,  Cereal  ,  😂  ,  Divorced  ,  None  
605,55,  Female  ,  Indonesia  ,62261,  nan  ,  True  ,  Waiting staff  ,  Rural  ,  YouTube  ,195,19,7974,  Trends  ,1,4865,5,16,16,37,  Night  ,1,9,  Entertainment  ,  Smartphone  ,  Android  ,  10:15 PM  ,3,7,  At work  ,  Mobile Data  ,  Monday  ,  Black  ,  YOLO  ,  Sad  ,10,  Toast  ,  😴  ,  Complicated  ,  None  
606,24,  Male  ,  Barzil  ,47716,  False  ,  False  ,  Waiting staff  ,  Rural  ,  Facebook  ,213,3,9698,  Gaming  ,12,15,9,13,5,49,  Evening  ,5,5,  Habit  ,  Smartphone  ,  Android  ,  4:25 PM  ,7,3,  At home  ,  Mobile Data  ,  Saturday  ,  Latte  ,  Keep going  ,  Happy  ,11,  Nothing  ,  nan  ,  Divorced  ,  None  
607,63,  Female  ,  India  ,23236,  False  ,  True  ,  Artist  ,  Rural  ,  YouTube  ,20,11,4730,  Entertainment  ,29,605,2,20,19,67,  Evening  ,5,5,  Entertainment  ,  Smartphone  ,  Android  ,  4:25 PM  ,7,3,  At home  ,  Mobile Data  ,  Tuesday  ,  Black  ,  Keep going  ,  Happy  ,7,  Omelette  ,  😴  ,  Married  ,  None  
608,30,  Female  ,  United States  ,35848,  False  ,  False  ,  driver  ,  Rural  ,  Instagram  ,155,5,7962,  ASMR  ,28,9573,2,17,4,19,  Morning  ,7,3,  Entertainment  ,  Smartphone  ,  Android  ,  9:55 AM  ,9,1,  At work  ,  Wi-Fi  ,  Thursday  ,  Latte  ,  Carpe Diem  ,  Sad  ,8,  Cereal  ,  💡  ,  Married  ,  Luna  
609,57,  Other  ,  United States  ,22352,  False  ,  True  ,  Students  ,  Rural  ,  YouTube  ,94,17,2820,  Life Hacks  ,5,4908,5,18,6,1,  Night  ,1,9,  Entertainment  ,  Smartphone  ,  Android  ,  10:15 PM  ,3,7,  At school  ,  Mobile Data  ,  Monday  ,  Cappuccino  ,  Hakuna Matata  ,  Excited  ,5,  Nothing  ,  💡  ,  Single  ,  Max  
610,59,  Male  ,  Philippines  ,21932,  False  ,  nan  ,  Waiting staff  ,  Rural  ,  Instagram  ,109,7,6656,  Jokes/Memes  ,16,8006,1,3,26,29,  Night  ,1,9,  Boredom  ,  Smartphone  ,  iOS  ,  10:15 PM  ,3,7,  At work  ,  Mobile Data  ,  Friday  ,  Latte  ,  Keep going  ,  Anxious  ,11,  Toast  ,  😊  ,  Divorced  ,  None  
611,26,  Male  ,  India  ,96449,  True  ,  True  ,  Cashier  ,  nan  ,  TikTok  ,113,10,1185,  Life Hacks  ,25,,8,23,49,87,  Evening  ,5,5,  Boredom  ,  Smartphone  ,  iOS  ,  4:25 PM  ,7,3,  At school  ,  Mobile Data  ,  Sunday  ,  Espresso  ,  Keep going  ,  Anxious  ,5,  Cereal  ,  😴  ,  nan  ,  Bella  
612,44,  Male  ,  Barzil  ,28556,  False  ,  False  ,  driver  ,  Rural  ,  Facebook  ,55,11,8481,  Life Hacks  ,4,9759,5,10,39,33,  Afternoon  ,4,6,  Habit  ,  Tablet  ,  MacOS  ,  5:45 PM  ,6,4,  At work  ,  Mobile Data  ,  Tuesday  ,  None  ,  Live Laugh Love  ,  Sad  ,8,  Pancakes  ,  😴  ,  Complicated  ,  Buddy  
613,19,  Other  ,  Germany  ,25498,  False  ,  True  ,  Waiting staff  ,  Rural  ,  TikTok  ,53,3,6344,  Pranks  ,17,,2,1,39,52,  Morning  ,7,3,  Entertainment  ,  Smartphone  ,  Android  ,  9:55 AM  ,9,1,  At school  ,  Wi-Fi  ,  Sunday  ,  Latte  ,  Hakuna Matata  ,  Sad  ,11,  Toast  ,  nan  ,  Married  ,  Luna  
614,22,  Male  ,  Vietnam  ,96118,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  YouTube  ,287,10,528,  Trends  ,24,8605,9,6,9,41,  Afternoon  ,4,6,  Entertainment  ,  Smartphone  ,  iOS  ,  5:45 PM  ,6,4,  At work  ,  Wi-Fi  ,  Friday  ,  Latte  ,  Hakuna Matata  ,  Tired  ,10,  Cereal  ,  😂  ,  Divorced  ,  Max  
615,46,  Male  ,  Indonesia  ,70098,  nan  ,  True  ,  driver  ,  Rural  ,  TikTok  ,190,10,917,  Trends  ,21,,2,3,45,23,  Afternoon  ,4,6,  Entertainment  ,  Smartphone  ,  Android  ,  5:45 PM  ,6,4,  At home  ,  Mobile Data  ,  Tuesday  ,  Latte  ,  Carpe Diem  ,  Anxious  ,9,  Pancakes  ,  🔥  ,  nan  ,  Buddy  
616,54,  Male  ,  Barzil  ,84386,  True  ,  True  ,  driver  ,  Rural  ,  Facebook  ,196,14,9901,  Gaming  ,2,8507,7,19,14,5,  Evening  ,5,5,  nan  ,  Smartphone  ,  Android  ,  4:25 PM  ,7,3,  At home  ,  Wi-Fi  ,  Monday  ,  Latte  ,  YOLO  ,  Anxious  ,12,  Nothing  ,  🔥  ,  Married  ,  Luna  
617,55,  Male  ,  United States  ,29569,  False  ,  False  ,  Students  ,  Urban  ,  TikTok  ,123,12,3575,  Entertainment  ,12,4666,8,4,48,71,  Night  ,1,9,  Procrastination  ,  Smartphone  ,  Android  ,  10:15 PM  ,3,7,  At school  ,  Mobile Data  ,  Monday  ,  None  ,  YOLO  ,  Happy  ,6,  Pancakes  ,  🔥  ,  Divorced  ,  None  
618,36,  Female  ,  Philippines  ,76882,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  Facebook  ,264,15,3320,  Vlogs  ,1,4820,6,29,9,57,  Evening  ,5,5,  Habit  ,  Smartphone  ,  Android  ,  4:25 PM  ,7,3,  At work  ,  Mobile Data  ,  Wednesday  ,  Black  ,  Live Laugh Love  ,  Tired  ,11,  Cereal  ,  😂  ,  Married  ,  Max  
619,25,  Other  ,  Indonesia  ,90393,  True  ,  False  ,  Manager  ,  Urban  ,  Facebook  ,39,10,1407,  Entertainment  ,12,,7,20,15,6,  Evening  ,5,5,  Habit  ,  Smartphone  ,  Android  ,  4:25 PM  ,7,3,  At home  ,  Wi-Fi  ,  Saturday  ,  Espresso  ,  Keep going  ,  Anxious  ,,  Pancakes  ,  😊  ,  Married  ,  Max  
620,62,  Male  ,  United States  ,20340,  False  ,  True  ,  Waiting staff  ,  Urban  ,  TikTok  ,273,10,,  Comedy  ,12,1849,1,23,37,49,  Night  ,1,9,  Entertainment  ,  Tablet  ,  Android  ,  10:15 PM  ,3,7,  At home  ,  Wi-Fi  ,  Wednesday  ,  Espresso  ,  YOLO  ,  Anxious  ,9,  Toast  ,  😊  ,  Divorced  ,  Bella  
621,18,  Female  ,  Barzil  ,63949,  True  ,  False  ,  Waiting staff  ,  nan  ,  Instagram  ,107,19,5207,  Vlogs  ,12,1953,4,3,20,22,  Evening  ,5,5,  Entertainment  ,  Computer  ,  Windows  ,  4:25 PM  ,7,3,  At work  ,  Wi-Fi  ,  Saturday  ,  Espresso  ,  Hakuna Matata  ,  Happy  ,12,  Toast  ,  😊  ,  Single  ,  None  
622,39,  Male  ,  India  ,82443,  True  ,  True  ,  Labor/Worker  ,  nan  ,  YouTube  ,124,1,7250,  Gaming  ,19,8580,7,8,8,77,  Night  ,1,9,  Habit  ,  Smartphone  ,  Android  ,  10:15 PM  ,3,7,  At home  ,  Mobile Data  ,  Wednesday  ,  None  ,  Hakuna Matata  ,  Excited  ,12,  Nothing  ,  😂  ,  Married  ,  Buddy  
623,34,  Male  ,  Germany  ,94027,  True  ,  False  ,  Labor/Worker  ,  Rural  ,  Instagram  ,285,10,3134,  Vlogs  ,25,2769,1,8,32,76,  Evening  ,5,5,  Entertainment  ,  Smartphone  ,  MacOS  ,  4:25 PM  ,7,3,  At school  ,  Mobile Data  ,  Monday  ,  Black  ,  YOLO  ,  Happy  ,9,  Nothing  ,  😴  ,  Married  ,  None  
624,24,  Male  ,  United States  ,20138,  False  ,  True  ,  Labor/Worker  ,  Rural  ,  Instagram  ,290,2,799,  Jokes/Memes  ,17,3046,1,27,47,4,  Afternoon  ,4,6,  Boredom  ,  Smartphone  ,  Windows  ,  5:45 PM  ,6,4,  At home  ,  Mobile Data  ,  Sunday  ,  None  ,  Carpe Diem  ,  Excited  ,8,  Pancakes  ,  🔥  ,  Single  ,  Luna  
625,42,  Male  ,  Indonesia  ,20358,  False  ,  False  ,  Cashier  ,  Rural  ,  TikTok  ,284,17,,  Gaming  ,20,7594,6,29,21,72,  Night  ,1,9,  Boredom  ,  Tablet  ,  iOS  ,  10:15 PM  ,3,7,  At home  ,  Mobile Data  ,  Tuesday  ,  Latte  ,  Keep going  ,  Tired  ,6,  Pancakes  ,  😂  ,  Divorced  ,  Buddy  
